,Id,year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age,distance below 30k km,new and less used,inv_car_price,inv_car_dist,inv_car_age,inv_brand,std_invprice,std_invdistance_travelled,std_invrank,best_buy1,best_buy2
307,307,2018,BMW,BMW X1 sDrive20d Expedition,X1,2500000.0,33500.0,Diesel,Dehradun,4,3.0,0,0,4e-07,2.9850746268656717e-05,0.3333333333333333,0.25,0.020836891545687446,0.010009157656282634,0.240625,50.18468564427789,0.0
308,308,2016,BMW,BMW Z4 sDrive 35i,Z4,4850000.0,26700.0,Petrol,Dehradun,4,5.0,1,0,2.0618556701030927e-07,3.745318352059925e-05,0.2,0.25,0.008671767015591572,0.012671190075914256,0.240625,26.440261960757965,0.0
309,309,2017,Jaguar,Jaguar F-Pace Prestige [2016-2017],F-Pace,3700000.0,45700.0,Diesel,Dehradun,40,4.0,0,0,2.702702702702703e-07,2.188183807439825e-05,0.25,0.025,0.012694162993052833,0.007218803555462693,0.012812500000000003,1.1740948208946196,0.0
310,310,2018,Jaguar,Jaguar XE Prestige Diesel,XE,3500000.0,23500.0,Diesel,Dehradun,40,3.0,1,1,2.857142857142857e-07,4.2553191489361704e-05,0.3333333333333333,0.025,0.013663535439795045,0.014456984039521954,0.012812500000000003,2.5308981452621695,2.5308981452621695
311,311,2012,Lamborghini,Lamborghini Gallardo India Ltd Edition LP 550-2,Gallardo,12500000.0,14500.0,Petrol,Dehradun,45,9.0,1,0,8e-08,6.896551724137931e-05,0.1111111111111111,0.022222222222222223,0.0007514944491887273,0.02370539545018854,0.010000000000000002,0.17814473096640404,0.0
312,312,2020,MINI,MINI Countryman Cooper S [2020-2021],Countryman,3850000.0,6517.0,Petrol,Dehradun,39,1.0,1,1,2.5974025974025974e-07,0.00015344483658124905,1.0,0.02564102564102564,0.01203322723391041,0.053286262666643915,0.013461538461538462,8.631615288067197,8.631615288067197
313,313,2014,Mercedes-Benz,Mercedes-Benz C-Class C 200 Avantgarde,C-Class,2700000.0,22000.0,Petrol,Dehradun,2,7.0,1,0,3.7037037037037036e-07,4.545454545454545e-05,0.14285714285714285,0.5,0.0189771325552709,0.015472908020239115,0.49375,144.98051684207348,0.0
314,314,2017,Mercedes-Benz,Mercedes-Benz C-Class C 220 CDI Avantgarde,C-Class,2900000.0,44000.0,Diesel,Dehradun,2,4.0,0,0,3.4482758620689656e-07,2.2727272727272726e-05,0.25,0.5,0.017373892046291115,0.007514836837954674,0.49375,64.46496970925737,0.0
315,315,2018,Audi,Audi A6 35 TDI Matrix,A6,3750000.0,22000.0,Diesel,Dehradun,10,3.0,1,1,2.6666666666666667e-07,4.545454545454545e-05,0.3333333333333333,0.1,0.01246797608881298,0.015472908020239115,0.08875000000000001,17.12128144084102,17.12128144084102
316,316,2013,Audi,Audi Q7 3.0 TDI quattro Premium Plus,Q7,1675000.0,50000.0,Diesel,Delhi,10,8.0,0,0,5.970149253731343e-07,2e-05,0.125,0.1,0.0332029009521139,0.006559868296080542,0.08875000000000001,19.330340834813608,0.0
317,317,2020,MG,MG Hector Plus Sharp 1.5 DCT Petrol,Hector,1950000.0,4500.0,Petrol,Delhi,81,1.0,1,1,5.128205128205128e-07,0.00022222222222222223,1.0,0.012345679012345678,0.02791828154765815,0.07736901721578478,0.0,0.0,0.0
318,318,2018,Maruti Suzuki,Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],Vitara,769000.0,47201.0,Diesel,Delhi,32,3.0,0,0,1.3003901170351105e-06,2.1185991822207156e-05,0.3333333333333333,0.03125,0.07735155730322854,0.00697514941916074,0.019140625,10.32710735536909,0.0
319,319,2017,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],Vitara,825000.0,18500.0,Diesel,Delhi,32,4.0,1,1,1.2121212121212122e-06,5.4054054054054054e-05,0.25,0.03125,0.07181119478301375,0.01848407008921161,0.019140625,25.40656043765758,25.40656043765758
320,320,2017,Renault,Renault Kwid CLIMBER 1.0 [2017-2019],Kwid,345000.0,17453.0,Petrol,Delhi,15,4.0,1,1,2.898550724637681e-06,5.72967398155045e-05,0.25,0.06666666666666667,0.17766308988972634,0.019619513150113333,0.055,191.71148306096893,191.71148306096893
321,321,2015,Audi,Audi Q3 35 TDI Premium Plus,Q3,1650000.0,67000.0,Diesel,Delhi,10,6.0,0,0,6.060606060606061e-07,1.4925373134328359e-05,0.16666666666666666,0.1,0.0337706699790389,0.004782961655976434,0.08875000000000001,14.335238990066008,0.0
322,322,2019,Hyundai,Hyundai Creta E Plus 1.6 Petrol,Creta,975000.0,18854.0,Petrol,Delhi,14,2.0,1,1,1.0256410256410257e-06,5.303914288745094e-05,0.5,0.07142857142857142,0.06010641792025226,0.018128693735680598,0.059821428571428574,65.18447001400015,65.18447001400015
323,323,2017,Tata,Tata Tiago Revotron XZA [2017-2019],Tiago,395000.0,32445.0,Petrol,Delhi,40,4.0,0,0,2.531645569620253e-06,3.082139004469102e-05,0.25,0.025,0.15463360321698427,0.010349033555824817,0.012812500000000003,20.503950715805473,0.0
324,324,2012,Maruti Suzuki,Maruti Suzuki Swift DZire VDI,Swift,245000.00000000003,66000.0,Diesel,Ghaziabad,32,9.0,0,0,4.081632653061224e-06,1.5151515151515151e-05,0.1111111111111111,0.03125,0.2519214346712212,0.0048621464438598615,0.019140625,23.44494784305425,0.0
325,325,2020,Hyundai,Hyundai Creta SX 1.5 Petrol,Creta,1689999.9999999998,14320.0,Petrol,Delhi,14,1.0,1,1,5.91715976331361e-07,6.983240223463687e-05,1.0,0.07142857142857142,0.03287030252805724,0.02400893967944924,0.059821428571428574,47.209941440153635,47.209941440153635
326,326,2017,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],Vitara,825000.0,18500.0,Diesel,Delhi,32,4.0,1,1,1.2121212121212122e-06,5.4054054054054054e-05,0.25,0.03125,0.07181119478301375,0.01848407008921161,0.019140625,25.40656043765758,25.40656043765758
327,327,2020,Maruti Suzuki,Maruti Suzuki Vitara Brezza VXi,Vitara,860000.0,12240.0,Petrol,Ghaziabad,32,1.0,1,1,1.1627906976744186e-06,8.169934640522875e-05,1.0,0.03125,0.0687148729966437,0.02816421108218293,0.019140625,37.04285515257046,37.04285515257046
328,328,2011,Maruti Suzuki,Maruti Suzuki Swift LXi,Swift,260000.0,55000.0,Petrol + 1,Delhi,32,10.0,0,0,3.846153846153846e-06,1.8181818181818182e-05,0.1,0.03125,0.23714116796951978,0.005923222601497786,0.019140625,26.885686080964646,0.0
329,329,2015,Audi,Audi Q3 35 TDI Premium Plus,Q3,1650000.0,67000.0,Diesel,Delhi,10,6.0,0,0,6.060606060606061e-07,1.4925373134328359e-05,0.16666666666666666,0.1,0.0337706699790389,0.004782961655976434,0.08875000000000001,14.335238990066008,0.0
330,330,2014,Renault,Renault Duster 85 PS RxL Diesel,Duster,445000.0,71000.0,Diesel,Noida,15,7.0,0,0,2.247191011235955e-06,1.4084507042253522e-05,0.14285714285714285,0.06666666666666667,0.13677928208867862,0.0044885280784943945,0.055,33.76657065162367,0.0
331,331,2017,Renault,Renault Kwid CLIMBER 1.0 [2017-2019],Kwid,345000.0,17453.0,Petrol,Delhi,15,4.0,1,1,2.898550724637681e-06,5.72967398155045e-05,0.25,0.06666666666666667,0.17766308988972634,0.019619513150113333,0.055,191.71148306096893,191.71148306096893
332,332,2020,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI+ (O),Wagon,565000.0,7823.0,Petrol,Delhi,32,1.0,1,1,1.7699115044247788e-06,0.0001278281989006775,1.0,0.03125,0.10682194327516759,0.044316465517681675,0.019140625,90.61116301507809,90.61116301507809
333,333,2020,Maruti Suzuki,Maruti Suzuki Ciaz Alpha 1.3 Hybrid,Ciaz,1085000.0,8000.0,Diesel,Delhi,32,1.0,1,1,9.216589861751153e-07,0.000125,1.0,0.03125,0.05357979119032534,0.043326157158234666,0.019140625,44.433170401271184,44.433170401271184
334,334,2014,Honda,Honda Brio S MT,Brio,300000.0,41606.0,Petrol,Noida,7,7.0,0,0,3.3333333333333333e-06,2.403499495265106e-05,0.14285714285714285,0.14285714285714285,0.2049530315969257,0.007972742486428187,0.13214285714285715,215.9264160042769,0.0
335,335,2013,Audi,Audi Q7 3.0 TDI quattro Premium Plus,Q7,1675000.0,50000.0,Diesel,Delhi,10,8.0,0,0,5.970149253731343e-07,2e-05,0.125,0.1,0.0332029009521139,0.006559868296080542,0.08875000000000001,19.330340834813608,0.0
336,336,2019,Hyundai,Hyundai Creta E Plus 1.6 Petrol,Creta,975000.0,18854.0,Petrol,Delhi,14,2.0,1,1,1.0256410256410257e-06,5.303914288745094e-05,0.5,0.07142857142857142,0.06010641792025226,0.018128693735680598,0.059821428571428574,65.18447001400015,65.18447001400015
337,337,2012,Maruti Suzuki,Maruti Suzuki Swift DZire VDI,Swift,245000.00000000003,66000.0,Diesel,Ghaziabad,32,9.0,0,0,4.081632653061224e-06,1.5151515151515151e-05,0.1111111111111111,0.03125,0.2519214346712212,0.0048621464438598615,0.019140625,23.44494784305425,0.0
338,338,2020,Hyundai,Hyundai Creta SX 1.5 Petrol,Creta,1689999.9999999998,14320.0,Petrol,Delhi,14,1.0,1,1,5.91715976331361e-07,6.983240223463687e-05,1.0,0.07142857142857142,0.03287030252805724,0.02400893967944924,0.059821428571428574,47.209941440153635,47.209941440153635
339,339,2014,Hyundai,Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],Grand,365000.0,40000.0,Petrol,Noida,14,7.0,0,0,2.7397260273972604e-06,2.5e-05,0.14285714285714285,0.07142857142857142,0.1676941614122106,0.00831064395618312,0.059821428571428574,83.36992270075729,0.0
340,340,2015,Audi,Audi A6 2.0 TDI Premium,A6,1975000.0,75000.0,Diesel,Delhi,10,6.0,0,0,5.063291139240507e-07,1.3333333333333333e-05,0.16666666666666666,0.1,0.0275108367834481,0.004225500749277106,0.08875000000000001,10.316926702950886,0.0
341,341,2019,Hyundai,Hyundai Creta SX 1.6 AT Petrol,Creta,1475000.0,10000.0,Petrol,Delhi,14,2.0,1,1,6.779661016949152e-07,0.0001,0.5,0.07142857142857142,0.03828395258290032,0.03457227885772178,0.059821428571428574,79.17745844608257,79.17745844608257
342,342,2017,Audi,Audi Q7 45 TDI Technology Pack,Q7,5900000.0,31000.0,Diesel,Delhi,10,4.0,0,0,1.694915254237288e-07,3.2258064516129034e-05,0.25,0.1,0.006368597027023115,0.0108520924950417,0.08875000000000001,6.133743605080091,0.0
343,343,2019,Audi,Audi Q3 35 TDI quattro Premium Plus,Q3,3100000.0,14000.0,Diesel,Delhi,10,2.0,1,1,3.225806451612903e-07,7.142857142857143e-05,0.5,0.1,0.015977521280405495,0.024567846514278478,0.08875000000000001,34.83732953148631,34.83732953148631
344,344,2018,BMW,BMW X1 sDrive20d xLine,X1,2750000.0,21000.0,Diesel,Delhi,4,3.0,1,1,3.6363636363636366e-07,4.761904761904762e-05,0.3333333333333333,0.25,0.018554460057448957,0.016230819561409062,0.240625,72.46520368872055,72.46520368872055
345,345,2017,Ford,Ford Mustang GT Fastback 5.0L v8,Mustang,7200000.0,17000.0,Petrol,Delhi,8,4.0,1,1,1.3888888888888888e-07,5.882352941176471e-05,0.25,0.125,0.004447765442641616,0.020154126362759376,0.11406250000000001,10.224656802644825,10.224656802644825
346,346,2015,Mercedes-Benz,Mercedes-Benz SLK 350,SLK,3750000.0,32000.0,Petrol,Delhi,2,6.0,0,0,2.6666666666666667e-07,3.125e-05,0.16666666666666666,0.5,0.01246797608881298,0.010499113531311341,0.49375,64.63320637817304,0.0
347,347,2018,BMW,BMW 7 Series 730Ld DPE,7,6950000.0,31000.0,Diesel,Delhi,4,3.0,0,0,1.4388489208633095e-07,3.2258064516129034e-05,0.3333333333333333,0.25,0.00476134890550412,0.0108520924950417,0.240625,12.433237817889415,0.0
348,348,2019,Jaguar,Jaguar XE Prestige Diesel,XE,3300000.0,27000.0,Diesel,Delhi,40,2.0,1,1,3.0303030303030305e-07,3.7037037037037037e-05,0.5,0.025,0.014750407577051473,0.012525474249022657,0.012812500000000003,2.3671843315708827,2.3671843315708827
349,349,2019,BMW,BMW 5 Series 530d M Sport [2013-2017],5,5500000.0,9800.0,Diesel,Delhi,4,2.0,1,1,1.8181818181818183e-07,0.00010204081632653062,0.5,0.25,0.007142302616256502,0.03528688116796773,0.240625,60.64461857432541,60.64461857432541
350,350,2018,BMW,BMW 7 Series 730Ld DPE,7,6950000.0,31000.0,Diesel,Delhi,4,3.0,0,0,1.4388489208633095e-07,3.2258064516129034e-05,0.3333333333333333,0.25,0.00476134890550412,0.0108520924950417,0.240625,12.433237817889415,0.0
351,351,2019,Jaguar,Jaguar XE Prestige Diesel,XE,3300000.0,27000.0,Diesel,Delhi,40,2.0,1,1,3.0303030303030305e-07,3.7037037037037037e-05,0.5,0.025,0.014750407577051473,0.012525474249022657,0.012812500000000003,2.3671843315708827,2.3671843315708827
352,352,2019,BMW,BMW 5 Series 530d M Sport [2013-2017],5,5500000.0,9800.0,Diesel,Delhi,4,2.0,1,1,1.8181818181818183e-07,0.00010204081632653062,0.5,0.25,0.007142302616256502,0.03528688116796773,0.240625,60.64461857432541,60.64461857432541
353,353,2012,Skoda,Skoda Rapid Active 1.6 MPI MT,Rapid,380000.0,30000.0,Petrol,Delhi,27,9.0,1,0,2.631578947368421e-06,3.3333333333333335e-05,0.1111111111111111,0.037037037037037035,0.16090610813969167,0.011228603389687414,0.025,45.16877178196879,0.0
354,354,2016,Mercedes-Benz,Mercedes-Benz S-Class S 400,S-Class,6800000.0,30000.0,Petrol,Delhi,2,5.0,1,0,1.4705882352941175e-07,3.3333333333333335e-05,0.2,0.5,0.004960566634852061,0.011228603389687414,0.49375,27.501991194617133,0.0
355,355,2020,BMW,BMW X7 xDrive30d DPE Signature [2019-2020],X7,11500000.0,12000.0,Diesel,Delhi,4,1.0,1,1,8.695652173913044e-08,8.333333333333333e-05,1.0,0.25,0.001188133516503917,0.028736359990713185,0.240625,8.2155709326288,8.2155709326288
356,356,2019,Volkswagen,Volkswagen Vento Highline Plus 1.2 (P) AT 16 Alloy,Vento,1050000.0,38000.0,Petrol,Delhi,3,2.0,0,0,9.523809523809523e-07,2.6315789473684212e-05,0.5,0.3333333333333333,0.055508112724167384,0.008771374393052218,0.325,158.23679253051077,0.0
357,357,2018,Porsche,Porsche 718 Cayman [2017-2020],718,8600000.0,4000.0,Petrol,Faridabad,5,3.0,1,1,1.1627906976744186e-07,0.00025,0.3333333333333333,0.2,0.003028617957222012,0.08709554866079909,0.19000000000000003,50.11803710695794,50.11803710695794
358,358,2018,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,2050000.0,80000.0,Diesel,Delhi,1,3.0,0,0,4.878048780487804e-07,1.25e-05,0.3333333333333333,1.0,0.026348128553873067,0.003933704805926677,1.0,103.64575991954437,0.0
359,359,2012,Audi,Audi Q5 2.0 TDI quattro Premium Plus,Q5,1625000.0,14500.0,Diesel,Delhi,10,9.0,1,0,6.153846153846154e-07,6.896551724137931e-05,0.1111111111111111,0.1,0.03435590882217696,0.02370539545018854,0.08875000000000001,72.27981091537895,0.0
360,360,2015,Land Rover,Land Rover Range Rover Evoque Dynamic SD4,Evoque,2850000.0,41000.0,Diesel,Delhi,18,6.0,0,0,3.5087719298245616e-07,2.4390243902439026e-05,0.16666666666666666,0.05555555555555555,0.017753606903681066,0.008097134729341341,0.04375,6.28920893260057,0.0
361,361,2016,Mercedes-Benz,Mercedes-Benz CLA 200 Petrol Sport (CBU),CLA,1851000.0,43000.0,Petrol,Delhi,2,5.0,0,0,5.402485143165856e-07,2.325581395348837e-05,0.2,0.5,0.029639851240195594,0.007699908260798498,0.49375,112.68566686027772,0.0
362,362,2018,BMW,BMW 3 Series GT 330i M Sport [2017-2019],3,3750000.0,18000.0,Petrol,Delhi,4,3.0,1,1,2.6666666666666667e-07,5.555555555555556e-05,0.3333333333333333,0.25,0.01246797608881298,0.019009828545698867,0.240625,57.03151486730003,57.03151486730003
363,363,2012,Tata,Tata Aria Pure 4x2,Aria,425000.0,2700.0,Diesel,Delhi,40,9.0,1,0,2.352941176470588e-06,0.00037037037037037035,0.1111111111111111,0.025,0.14341688853167225,0.12924385158919446,0.012812500000000003,237.4893104148848,0.0
364,364,2019,Mercedes-Benz,Mercedes-Benz CLA 200 D Urban Sport,CLA,2800000.0,23000.0,Diesel,Delhi,2,2.0,1,1,3.5714285714285716e-07,4.347826086956522e-05,0.5,0.5,0.018146883005977797,0.014780901830475254,0.49375,132.43722751873577,132.43722751873577
365,365,2019,Jaguar,Jaguar F-Pace Prestige,F-Pace,5100000.0,13000.0,Diesel,Delhi,40,2.0,1,1,1.96078431372549e-07,7.692307692307693e-05,0.5,0.025,0.008037373788114734,0.0264917758110945,0.012812500000000003,2.7280926514665063,2.7280926514665063
366,366,2020,BMW,BMW 7 Series 740Li DPE Signature,7,12100000.0,12000.0,Petrol,Delhi,4,1.0,1,1,8.264462809917355e-08,8.333333333333333e-05,1.0,0.25,0.0009174894665151629,0.028736359990713185,0.240625,6.344152140640524,6.344152140640524
367,367,2020,Jeep,Jeep Compass Limited Plus 2.0 Diesel 4x4 AT,Compass,2400000.0,17000.0,Diesel,Delhi,19,1.0,1,1,4.1666666666666667e-07,5.882352941176471e-05,1.0,0.05263157894736842,0.021883005977796754,0.020154126362759376,0.04078947368421053,17.989498549841542,17.989498549841542
368,368,2019,Ford,Ford Endeavour Titanium 2.2 4x2 AT,Endeavour,3000000.0,40000.0,Diesel,Delhi,8,2.0,0,0,3.3333333333333335e-07,2.5e-05,0.5,0.125,0.016652433817250217,0.00831064395618312,0.11406250000000001,15.785388652362665,0.0
369,369,2018,BMW,BMW X1 sDrive20d xLine,X1,2900000.0,32000.0,Diesel,Delhi,4,3.0,0,0,3.4482758620689656e-07,3.125e-05,0.3333333333333333,0.25,0.017373892046291115,0.010499113531311341,0.240625,43.892518158613534,0.0
370,370,2015,Audi,Audi A6 2.0 TDI Premium,A6,1975000.0,75000.0,Diesel,Delhi,10,6.0,0,0,5.063291139240507e-07,1.3333333333333333e-05,0.16666666666666666,0.1,0.0275108367834481,0.004225500749277106,0.08875000000000001,10.316926702950886,0.0
371,371,2019,Hyundai,Hyundai Creta SX 1.6 AT Petrol,Creta,1475000.0,10000.0,Petrol,Delhi,14,2.0,1,1,6.779661016949152e-07,0.0001,0.5,0.07142857142857142,0.03828395258290032,0.03457227885772178,0.059821428571428574,79.17745844608257,79.17745844608257
372,372,2018,Honda,Honda Jazz VX CVT Petrol,Jazz,695000.0,32000.0,Petrol,Agra,7,3.0,0,0,1.4388489208633094e-06,3.125e-05,0.3333333333333333,0.14285714285714285,0.08604218247946477,0.010499113531311341,0.13214285714285715,119.37344916552573,0.0
373,373,2014,Audi,Audi A6 2.0 TDI Premium Plus,A6,1465000.0,75000.0,Diesel,Delhi,10,7.0,0,0,6.825938566552901e-07,1.3333333333333333e-05,0.14285714285714285,0.1,0.038574422258039136,0.004225500749277106,0.08875000000000001,14.465917201191981,0.0
374,374,2017,Mahindra,Mahindra XUV500 W10 AT,XUV500,1275000.0,70000.0,Diesel,Delhi,24,4.0,0,0,7.84313725490196e-07,1.4285714285714285e-05,0.25,0.041666666666666664,0.04495905962726678,0.004558981827391883,0.0296875,6.084973719577201,0.0
375,375,2012,Mercedes-Benz,Mercedes-Benz E-Class E200,E-Class,1260000.0,54000.0,Petrol,Delhi,2,9.0,0,0,7.936507936507937e-07,1.8518518518518518e-05,0.1111111111111111,0.5,0.045545118132650164,0.006041119952346445,0.49375,135.85211392979483,0.0
376,376,2018,Land Rover,Land Rover Range Rover 3.0 V6 Diesel Vogue,3.0,14700000.0,25000.0,Diesel,Delhi,18,3.0,1,1,6.802721088435375e-08,4e-05,0.3333333333333333,0.05555555555555555,0.0,0.01356297093649085,0.04375,0.0,0.0
377,377,2018,Toyota,Toyota Land Cruiser LC 200 VX,Land,14500000.0,90000.0,Diesel,Delhi,1,3.0,0,0,6.896551724137931e-08,1.1111111111111112e-05,0.3333333333333333,1.0,5.889454930946138e-05,0.003447378233675961,1.0,0.20303178737159275,0.0
378,378,2020,Mercedes-Benz,Mercedes-Benz GLC 220d 4MATIC Progressive [2019-2021],GLC,5800000.0,12000.0,Diesel,Delhi,2,1.0,1,1,1.7241379310344828e-07,8.333333333333333e-05,1.0,0.5,0.006552018610677582,0.028736359990713185,0.49375,92.96382544700246,92.96382544700246
379,379,2019,Ford,Ford Mustang GT Fastback 5.0L v8,Mustang,7100000.0,7000.0,Petrol,Delhi,8,2.0,1,1,1.4084507042253522e-07,0.00014285714285714287,0.5,0.125,0.0045705488266920054,0.04957892737288673,0.11406250000000001,25.8468942317095,25.8468942317095
380,380,2019,Lexus,Lexus NX 300h Luxury [2017-2020],NX,5200000.0,30000.0,Petrol,Delhi,16,2.0,1,1,1.9230769230769231e-07,3.3333333333333335e-05,0.5,0.0625,0.007800696314786836,0.011228603389687414,0.05078125000000001,4.4479766643272995,4.4479766643272995
381,381,2019,Audi,Audi Q7 45 TDI Technology Pack,Q7,7300000.0,9000.0,Diesel,Delhi,10,2.0,1,1,1.36986301369863e-07,0.00011111111111111112,0.5,0.1,0.004328345986921376,0.0384628914357275,0.08875000000000001,14.775162283971104,14.775162283971104
382,382,2021,Mahindra,Mahindra Thar LX 4-STR Convertible Petrol AT,Thar,1811000.0,490.0,Petrol,Delhi,24,0.0,1,1,5.521811154058532e-07,0.0020408163265306124,inf,0.041666666666666664,0.030388823212920756,0.7141590759016201,0.0296875,644.291600259479,644.291600259479
383,383,2017,Lexus,Lexus ES 300h,ES,3790000.0,16000.0,Petrol,Delhi,16,4.0,1,1,2.6385224274406334e-07,6.25e-05,0.25,0.0625,0.012291323519802439,0.02144146140695245,0.05078125000000001,13.383090646768526,13.383090646768526
384,384,2015,Audi,Audi A6 35 TDI Premium,A6,2150000.0,14000.0,Diesel,Delhi,10,6.0,1,0,4.6511627906976743e-07,7.142857142857143e-05,0.16666666666666666,0.1,0.024924036303695905,0.024567846514278478,0.08875000000000001,54.34427848526363,0.0
385,385,2008,BMW,BMW 5 Series 523i Sedan,5,485000.0,64000.0,Petrol,Delhi,4,13.0,0,0,2.061855670103093e-06,1.5625e-05,0.07692307692307693,0.25,0.1251463635803393,0.005027939593490787,0.240625,151.40807326524242,0.0
386,386,2020,Mercedes-Benz,Mercedes-Benz GLS 350 d,GLS,8400000.0,14800.0,Diesel,Delhi,2,1.0,1,1,1.1904761904761904e-07,6.756756756756757e-05,1.0,0.5,0.003202391118701964,0.023215896197596952,0.49375,36.708525024221274,36.708525024221274
387,387,2014,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,550000.0,98500.0,Diesel,Lucknow,32,7.0,0,0,1.818181818181818e-06,1.015228426395939e-05,0.14285714285714285,0.03125,0.10985171958698858,0.0031116400924267353,0.019140625,6.5426295818577165,0.0
388,388,2018,Mercedes-Benz,Mercedes-Benz GLA 220 d 4MATIC,GLA,2850000.0,55000.0,Diesel,Lucknow,2,3.0,0,0,3.5087719298245616e-07,1.8181818181818182e-05,0.3333333333333333,0.5,0.017753606903681066,0.005923222601497786,0.49375,51.922041799557974,0.0
389,389,2019,Maruti Suzuki,Maruti Suzuki Dzire ZDi AMT,Dzire,875000.0,15500.0,Diesel,Lucknow,32,2.0,1,1,1.1428571428571428e-06,6.451612903225807e-05,0.5,0.03125,0.06746370623398805,0.022147419334413165,0.019140625,28.598907265262525,28.598907265262525
390,390,2014,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX,Verna,550000.0,115000.0,Diesel,Lucknow,14,7.0,0,0,1.818181818181818e-06,8.695652173913043e-06,0.14285714285714285,0.07142857142857142,0.10985171958698858,0.0026015928906312374,0.059821428571428574,17.096333331228056,0.0
391,391,2013,Audi,Audi Q5 2.0 TDI quattro Premium,Q5,1600000.0,74000.0,Diesel,Dehradun,10,8.0,0,0,6.25e-07,1.3513513513513513e-05,0.125,0.1,0.03495943637916311,0.004288591764055577,0.08875000000000001,13.305999145188716,0.0
392,392,2014,Audi,Audi Q7 3.0 TDI quattro Premium Plus,Q7,2800000.0,54500.0,Diesel,Dehradun,10,7.0,0,0,3.5714285714285716e-07,1.8348623853211008e-05,0.14285714285714285,0.1,0.018146883005977797,0.005981630463386112,0.08875000000000001,9.633630403110374,0.0
393,393,2015,BMW,BMW 5 Series 530d M Sport [2013-2017],5,2350000.0,77000.0,Diesel,Dehradun,4,6.0,0,0,4.2553191489361704e-07,1.2987012987012988e-05,0.16666666666666666,0.25,0.02243944982466341,0.004104234902689915,0.240625,22.160786043439956,0.0
394,394,2013,Audi,Audi A4 2.0 TDI (177bhp) Premium Sport,A4,1450000.0,63700.0,Diesel,Dehradun,10,8.0,0,0,6.896551724137931e-07,1.5698587127158555e-05,0.125,0.1,0.03901763891751819,0.005053706503716002,0.08875000000000001,17.500052980693003,0.0
395,395,2013,Audi,Audi A6 2.0 TDI Premium,A6,1650000.0,64000.0,Diesel,Dehradun,10,8.0,0,0,6.060606060606061e-07,1.5625e-05,0.125,0.1,0.0337706699790389,0.005027939593490787,0.08875000000000001,15.069473870910937,0.0
396,396,2018,Audi,Audi Q3 35 TDI quattro Premium Plus,Q3,2800000.0,43000.0,Diesel,Dehradun,10,3.0,0,0,3.5714285714285716e-07,2.325581395348837e-05,0.3333333333333333,0.1,0.018146883005977797,0.007699908260798498,0.08875000000000001,12.400978424935671,0.0
397,397,2019,Toyota,Toyota Fortuner 2.8 4x4 MT [2016-2020],Fortuner,2675000.0,85000.0,Diesel,Lucknow,1,2.0,0,0,3.7383177570093457e-07,1.1764705882352942e-05,0.5,1.0,0.019194394119571898,0.0036762377970880624,1.0,70.56315715457505,0.0
398,398,2019,Ford,Ford EcoSport Titanium + 1.5L Ti-VCT,EcoSport,950000.0,6372.0,Petrol,Delhi,8,2.0,1,1,1.0526315789473683e-06,0.00015693659761456373,0.5,0.125,0.061800530360915096,0.054508920712248304,0.11406250000000001,384.24008638674235,384.24008638674235
399,399,2011,Toyota,Toyota Corolla Altis 1.8 G,Corolla,365000.0,35000.0,Petrol,Delhi,1,10.0,0,0,2.7397260273972604e-06,2.857142857142857e-05,0.1,1.0,0.1676941614122106,0.00956119799911353,1.0,1603.3570805574495,0.0
400,400,2019,Volkswagen,Volkswagen Ameo Trendline 1.2L (P),Ameo,495000.0,38000.0,Petrol,Noida,3,2.0,0,0,2.02020202020202e-06,2.6315789473684212e-05,0.5,0.3333333333333333,0.12253189452164687,0.008771374393052218,0.325,349.3012646302883,0.0
401,401,2015,Maruti Suzuki,Maruti Suzuki Swift DZire VXI,Swift,449000.0,67800.0,Petrol,Delhi,32,6.0,0,0,2.2271714922048998e-06,1.4749262536873157e-05,0.16666666666666666,0.03125,0.1355227196217422,0.004721295626474296,0.019140625,12.246991542368615,0.0
402,402,2017,Maruti Suzuki,Maruti Suzuki Vitara Brezza VDi (O) [2016-2018],Vitara,745000.0,67000.0,Diesel,Noida,32,4.0,0,0,1.3422818791946309e-06,1.4925373134328359e-05,0.25,0.03125,0.07998097192212243,0.004782961655976434,0.019140625,7.322168036582317,0.0
403,403,2017,Toyota,Toyota Innova Crysta 2.7 GX AT 7 STR [2016-2020],Innova,1571000.0,73009.0,Petrol,Delhi,1,4.0,0,0,6.365372374283896e-07,1.3696941472969086e-05,0.25,1.0,0.03568359261399371,0.004352820005414997,1.0,155.32425579527063,0.0
404,404,2017,BMW,BMW X1 xDrive20d M Sport,X1,2575000.0,60000.0,Diesel,Delhi,4,4.0,0,0,3.883495145631068e-07,1.6666666666666667e-05,0.25,0.25,0.02010562708829065,0.005392684522678824,0.240625,26.089357529277613,0.0
