,Id,year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age,distance below 30k km,new and less used,inv_car_price,inv_car_dist,inv_car_age,inv_brand,std_invprice,std_invdistance_travelled,std_invrank,best_buy1,best_buy2
766,766,2020,Kia,Kia Seltos GTX Plus AT 1.5 Diesel [2019-2020],Seltos,1850000.0,57786.0,Diesel,Hyderabad,20,1.0,0,0,5.405405405405406e-07,1.730522964039733e-05,1.0,0.05,0.02965818081104162,0.005616280625048897,0.038125000000000006,6.350430401286408,0.0
767,767,2017,Volkswagen,Volkswagen Ameo Comfortline 1.2L (P),Ameo,575000.0,30000.0,Petrol,Hyderabad,3,4.0,1,1,1.7391304347826088e-06,3.3333333333333335e-05,0.25,0.3333333333333333,0.10488991200386144,0.011228603389687414,0.325,382.7743469779363,382.7743469779363
768,768,2021,Maruti Suzuki,Maruti Suzuki Vitara Brezza VXi,Vitara,1000000.0,5700.0,Petrol,Hyderabad,32,0.0,1,1,1e-06,0.00017543859649122806,inf,0.03125,0.058497011101622545,0.06098749057155013,0.019140625,68.28582411647632,68.28582411647632
769,769,2017,Mahindra,Mahindra XUV500 W6,XUV500,1500000.0,40000.0,Diesel,Hyderabad,24,4.0,0,0,6.666666666666667e-07,2.5e-05,0.25,0.041666666666666664,0.03757472245943638,0.00831064395618312,0.0296875,9.270519784597951,0.0
770,770,2013,Toyota,Toyota Corolla Altis G Diesel,Corolla,755000.0,78507.0,Diesel,Hyderabad,1,8.0,0,0,1.3245033112582782e-06,1.2737717655750443e-05,0.125,1.0,0.07886506693209518,0.00401694286305958,1.0,316.79646775759585,0.0
771,771,2012,Maruti Suzuki,Maruti Suzuki Swift DZire VXI,Swift,490000.00000000006,31757.0,Petrol,Hyderabad,32,9.0,0,0,2.040816326530612e-06,3.148912050886419e-05,0.1111111111111111,0.03125,0.1238257899231426,0.010582842804661492,0.019140625,25.0824275883059,0.0
772,772,2010,BMW,BMW 5 Series 520d Sedan,5,1400000.0,89602.0,Diesel,Hyderabad,4,11.0,0,0,7.142857142857143e-07,1.116046516818821e-05,0.09090909090909091,0.25,0.04056362083689155,0.0034646598100475405,0.240625,33.81723221405018,0.0
773,773,2008,Mercedes-Benz,Mercedes-Benz S-Class 350,S-Class,1500000.0,38530.0,Petrol,Hyderabad,2,13.0,0,0,6.666666666666667e-07,2.595380223202699e-05,0.07692307692307693,0.5,0.03757472245943638,0.008644622702659992,0.49375,160.37952879187733,0.0
774,774,2009,Mercedes-Benz,Mercedes-Benz E-Class 220 CDI AT,E-Class,925000.0,47000.0,Diesel,Hyderabad,2,12.0,0,0,1.0810810810810812e-06,2.1276595744680852e-05,0.08333333333333333,0.5,0.06358621644701919,0.007006874847596094,0.49375,219.98570120898228,0.0
775,775,2012,Toyota,Toyota Etios VX-D,Etios,400000.0,88000.0,Diesel,Hyderabad,1,9.0,0,0,2.5e-06,1.1363636363636363e-05,0.1111111111111111,1.0,0.15264730999146028,0.0035358012468124545,1.0,539.7305489903724,0.0
776,776,2016,Maruti Suzuki,Maruti Suzuki Baleno Zeta 1.3,Baleno,680000.0,93525.0,Diesel,Hyderabad,32,5.0,0,0,1.4705882352941177e-06,1.0692328254477413e-05,0.2,0.03125,0.0880343597729442,0.0033007392672234595,0.019140625,5.561853492267296,0.0
777,777,2011,Hyundai,Hyundai Verna Fluidic 1.6 CRDi,Verna,550000.0,75375.0,Diesel,Hyderabad,14,10.0,0,0,1.818181818181818e-06,1.3266998341625208e-05,0.1,0.07142857142857142,0.10985171958698858,0.004202273211497968,0.059821428571428574,27.615182925575933,0.0
778,778,2009,Honda,Honda City 1.5 S MT,City,365000.0,68384.0,Petrol,Hyderabad,7,12.0,0,0,2.7397260273972604e-06,1.4623303696771175e-05,0.08333333333333333,0.14285714285714285,0.1676941614122106,0.004677190492189236,0.13214285714285715,103.64460315019652,0.0
779,779,2019,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi,Vitara,1025000.0,71750.0,Diesel,Hyderabad,32,2.0,0,0,9.756097560975609e-07,1.3937282229965156e-05,0.5,0.03125,0.05696611193268209,0.004436976554910867,0.019140625,4.837932754069216,0.0
780,780,2013,Ford,Ford EcoSport Titanium 1.5 TDCi,EcoSport,560000.0,73149.0,Diesel,Hyderabad,8,8.0,0,0,1.7857142857142857e-06,1.3670726872547813e-05,0.125,0.125,0.10781383432963279,0.004343640828543621,0.11406250000000001,53.41599032085978,0.0
781,781,2011,Hyundai,Hyundai Verna Fluidic 1.4 VTVT,Verna,435000.0,67528.0,Petrol,Hyderabad,14,10.0,0,0,2.2988505747126437e-06,1.480867195829878e-05,0.1,0.07142857142857142,0.1400217909832445,0.004742098140276848,0.059821428571428574,39.72125357101051,0.0
782,782,2016,Honda,Honda City VX (O) MT Diesel,City,785000.0,64554.0,Diesel,Hyderabad,7,5.0,0,0,1.2738853503184713e-06,1.5490906837686278e-05,0.2,0.14285714285714285,0.07568793616431053,0.004980986184537778,0.13214285714285715,49.81793172040177,0.0
783,783,2014,BMW,BMW 3 Series GT 320d Luxury Line [2014-2016],3,2400000.0,67000.0,Diesel,Hyderabad,4,7.0,0,0,4.1666666666666667e-07,1.4925373134328359e-05,0.14285714285714285,0.25,0.021883005977796754,0.004782961655976434,0.240625,25.18515482880151,0.0
784,784,2015,Honda,Honda Jazz V Petrol,Jazz,540000.0,33400.0,Petrol,Hyderabad,7,6.0,0,0,1.8518518518518519e-06,2.994011976047904e-05,0.16666666666666666,0.14285714285714285,0.11196508207609832,0.010040452243110815,0.13214285714285715,148.55236500285275,0.0
785,785,2019,Jaguar,Jaguar F-Pace Prestige,F-Pace,5900000.0,20763.0,Diesel,Hyderabad,40,2.0,1,1,1.694915254237288e-07,4.8162596927226314e-05,0.5,0.025,0.006368597027023115,0.016421146141174035,0.012812500000000003,1.339926925717099,1.339926925717099
786,786,2018,Volvo,Volvo S60 Kinetic D4,S60,2800000.0,35000.0,Diesel,Hyderabad,9,3.0,0,0,3.5714285714285716e-07,2.857142857142857e-05,0.3333333333333333,0.1111111111111111,0.018146883005977797,0.00956119799911353,0.1,17.350594148690224,0.0
787,787,2016,Volvo,Volvo XC90 D5 AWD,XC90,4700000.0,72000.0,Diesel,Hyderabad,9,5.0,0,0,2.1276595744680852e-07,1.388888888888889e-05,0.2,0.1111111111111111,0.009084797499863729,0.004420031378177393,0.1,4.015509001378521,0.0
788,788,2014,Volvo,Volvo S60 Summum D5,S60,2400000.0,125000.0,Diesel,Hyderabad,9,7.0,0,0,4.1666666666666667e-07,8e-06,0.14285714285714285,0.1111111111111111,0.021883005977796754,0.002358006711834357,0.1,5.1600274970756095,0.0
789,789,2008,Porsche,Porsche Cayenne S V8 Tiptronic,Cayenne,1600000.0,102000.0,Petrol,Hyderabad,5,13.0,0,0,6.25e-07,9.803921568627451e-06,0.07692307692307693,0.2,0.03495943637916311,0.0029896591068517575,0.19000000000000003,19.85819149486023,0.0
790,790,2010,Porsche,Porsche Cayenne S,Cayenne,3500000.0,73000.0,Petrol,Hyderabad,5,11.0,0,0,2.857142857142857e-07,1.3698630136986302e-05,0.09090909090909091,0.2,0.013663535439795045,0.004353411299786883,0.19000000000000003,11.301768019942037,0.0
791,791,2009,Mercedes-Benz,Mercedes-Benz E-Class E220 CDI Blue Efficiency,E-Class,1300000.0,82000.0,Diesel,Hyderabad,2,12.0,0,0,7.692307692307693e-07,1.2195121951219513e-05,0.08333333333333333,0.5,0.0440123497339552,0.0038269501925057878,0.49375,83.16382845420226,0.0
792,792,2013,Mercedes-Benz,Mercedes-Benz E-Class E220 CDI Blue Efficiency,E-Class,1900000.0,45000.0,Diesel,Hyderabad,2,8.0,0,0,5.263157894736842e-07,2.2222222222222223e-05,0.125,0.5,0.02876533776798957,0.007337990811681687,0.49375,104.22064346673616,0.0
793,793,2017,Jeep,Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],Compass,1650000.0,30000.0,Petrol,Hyderabad,19,4.0,1,1,6.060606060606061e-07,3.3333333333333335e-05,0.25,0.05263157894736842,0.0337706699790389,0.011228603389687414,0.04078947368421053,15.467264791260773,15.467264791260773
794,794,2017,Mercedes-Benz,Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],E-Class,4800000.0,51000.0,Diesel,Hyderabad,2,4.0,0,0,2.0833333333333333e-07,1.9607843137254903e-05,0.25,0.5,0.0088065755764304,0.006422552558033281,0.49375,27.926842907358765,0.0
795,795,2012,Mercedes-Benz,Mercedes-Benz M-Class 350 CDI,M-Class,2900000.0,83000.0,Diesel,Hyderabad,2,9.0,0,0,3.4482758620689656e-07,1.2048192771084337e-05,0.1111111111111111,0.5,0.017373892046291115,0.003775502186037889,0.49375,32.387613904124464,0.0
796,796,2016,Mercedes-Benz,Mercedes-Benz GLE 250 d,GLE,4200000.0,72000.0,Diesel,Hyderabad,2,5.0,0,0,2.380952380952381e-07,1.388888888888889e-05,0.2,0.5,0.01067463706233988,0.004420031378177393,0.49375,23.296226440810074,0.0
797,797,2016,Land Rover,Land Rover Discovery Sport HSE,Discovery,3900000.0,66000.0,Diesel,Hyderabad,18,5.0,0,0,2.564102564102564e-07,1.5151515151515151e-05,0.2,0.05555555555555555,0.011824213361361099,0.0048621464438598615,0.04375,2.515233741404218,0.0
798,798,2017,Toyota,Toyota Innova Crysta 2.4 G 7 STR [2016-2017],Innova,1700000.0,129000.0,Diesel,Hyderabad,1,4.0,0,0,5.88235294117647e-07,7.751937984496124e-06,0.25,1.0,0.03265183101421611,0.0022711465240463223,1.0,74.15709251168481,0.0
799,799,2013,MINI,MINI Cooper 1.6,Cooper,1900000.0,38000.0,Petrol,Hyderabad,39,8.0,0,0,5.263157894736842e-07,2.6315789473684212e-05,0.125,0.02564102564102564,0.02876533776798957,0.008771374393052218,0.013461538461538462,3.3965015956528672,0.0
800,800,2006,BMW,BMW X5 SAV 4.4i,X5,900000.0,131000.0,Petrol,Hyderabad,4,15.0,0,0,1.111111111111111e-06,7.633587786259541e-06,0.06666666666666667,0.25,0.0654711073156846,0.0022297055947581375,0.240625,35.12674893535317,0.0
801,801,2018,BMW,BMW 5 Series 520d M Sport,5,5400000.0,51000.0,Diesel,Hyderabad,4,3.0,0,0,1.8518518518518518e-07,1.9607843137254903e-05,0.3333333333333333,0.25,0.007353638865167473,0.006422552558033281,0.240625,11.364509912605444,0.0
802,802,2009,BMW,BMW 5 Series 520d Sedan,5,850000.0,88000.0,Diesel,Hyderabad,4,12.0,0,0,1.176470588235294e-06,1.1363636363636363e-05,0.08333333333333333,0.25,0.06957351685336816,0.0035358012468124545,0.240625,59.19329946223599,0.0
803,803,2019,BMW,BMW 6 Series GT 630d M Sport [2018-2019],6,6500000.0,54000.0,Diesel,Hyderabad,4,2.0,0,0,1.5384615384615385e-07,1.8518518518518518e-05,0.5,0.25,0.005386586086842278,0.006041119952346445,0.240625,7.8301811771487735,0.0
804,804,2015,BMW,BMW 3 Series 320d Luxury Line,3,2400000.0,46000.0,Diesel,Hyderabad,4,6.0,0,0,4.1666666666666667e-07,2.173913043478261e-05,0.16666666666666666,0.25,0.021883005977796754,0.0071688337430727425,0.240625,37.74819886662149,0.0
805,805,2012,Mercedes-Benz,Mercedes-Benz S-Class 350 CDI L,S-Class,3600000.0,63000.0,Diesel,Hyderabad,2,9.0,0,0,2.7777777777777776e-07,1.5873015873015872e-05,0.1111111111111111,0.5,0.013165385710219185,0.005114783624249843,0.49375,33.24818649854623,0.0
806,806,2015,Mercedes-Benz,Mercedes-Benz G-Class G 63 AMG,G-Class,14000000.0,23000.0,Petrol,Hyderabad,2,6.0,1,0,7.142857142857142e-08,4.347826086956522e-05,0.16666666666666666,0.5,0.00021349274124679696,0.014780901830475254,0.49375,1.5580850296321807,0.0
807,807,2018,Mercedes-Benz,Mercedes-Benz GLE Coupe 43 4MATIC [2017-2019],GLE,8500000.0,26000.0,Petrol,Hyderabad,2,3.0,1,1,1.1764705882352942e-07,3.846153846153846e-05,0.3333333333333333,0.5,0.0031144823428944594,0.013024270733382366,0.49375,20.028406481422,20.028406481422
808,808,2012,BMW,BMW 5 Series 520d Sedan,5,1600000.0,101000.0,Diesel,Hyderabad,4,9.0,0,0,6.25e-07,9.900990099009901e-06,0.1111111111111111,0.25,0.03495943637916311,0.0030236481509228618,0.240625,25.435274086617092,0.0
809,809,2011,Mercedes-Benz,Mercedes-Benz C-Class C 250 CDI BlueEFFICIENCY,C-Class,1500000.0,85000.0,Diesel,Hyderabad,2,10.0,0,0,6.666666666666667e-07,1.1764705882352942e-05,0.1,0.5,0.03757472245943638,0.0036762377970880624,0.49375,68.20347236698392,0.0
810,810,2018,Isuzu,Isuzu MU-X 4x4,MU-X,3000000.0,6500.0,Diesel,Hyderabad,37,3.0,1,1,3.3333333333333335e-07,0.00015384615384615385,0.3333333333333333,0.02702702702702703,0.016652433817250217,0.053426785966518765,0.014864864864864867,13.225062420451774,13.225062420451774
811,811,2019,Volkswagen,Volkswagen Tiguan - 2020 Highline TDI,Tiguan,2900000.0,30000.0,Diesel,Hyderabad,3,2.0,1,1,3.4482758620689656e-07,3.3333333333333335e-05,0.5,0.3333333333333333,0.017373892046291115,0.011228603389687414,0.325,63.40247651499048,63.40247651499048
812,812,2015,Skoda,Skoda Rapid 1.5 TDI CR Ambition with Alloy Wheels,Rapid,620000.0,45000.0,Diesel,Hyderabad,27,6.0,0,0,1.6129032258064516e-06,2.2222222222222223e-05,0.16666666666666666,0.037037037037037035,0.0969670257017713,0.007337990811681687,0.025,17.788578590892495,0.0
813,813,2017,Audi,Audi Q7 45 TDI Technology Pack,Q7,6700000.0,37914.0,Diesel,Hyderabad,10,4.0,0,0,1.4925373134328358e-07,2.6375481352534682e-05,0.25,0.1,0.00509833411932651,0.008792275810771657,0.08875000000000001,3.9783039280420334,0.0
814,814,2008,Mercedes-Benz,Mercedes-Benz M-Class 320 CDI,M-Class,1100000.0,73451.0,Diesel,Hyderabad,2,13.0,0,0,9.09090909090909e-07,1.361451852255245e-05,0.07692307692307693,0.5,0.05279093238102631,0.004323959186330339,0.49375,112.70625703054198,0.0
815,815,2016,Honda,Honda City SV,City,780000.0,35000.0,Petrol,Hyderabad,7,5.0,0,0,1.282051282051282e-06,2.857142857142857e-05,0.2,0.14285714285714285,0.0762004861065493,0.00956119799911353,0.13214285714285715,96.27504859234446,0.0
816,816,2020,Kia,Kia Sonet GTX Plus 1.5 [2020-2021],Sonet,1400000.0,19486.0,Diesel,Hyderabad,20,1.0,1,1,7.142857142857143e-07,5.1318895617366314e-05,1.0,0.05,0.04056362083689155,0.017526340325716185,0.038125000000000006,27.104275775919437,27.104275775919437
817,817,2016,Volkswagen,Volkswagen Polo Highline1.2L (P),Polo,630000.0,64654.0,Petrol,Hyderabad,3,5.0,0,0,1.5873015873015873e-06,1.5466947133974698e-05,0.2,0.3333333333333333,0.09536009109023627,0.004972596571321476,0.325,154.1108601487691,0.0
818,818,2011,Honda,Honda City 1.5 V AT,City,575000.0,51000.0,Petrol,Hyderabad,7,10.0,0,0,1.7391304347826088e-06,1.9607843137254903e-05,0.1,0.14285714285714285,0.10488991200386144,0.006422552558033281,0.13214285714285715,89.01948567190924,0.0
819,819,2019,Toyota,Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],Innova,2330000.0,43000.0,Diesel,Hyderabad,1,2.0,0,0,4.2918454935622317e-07,2.325581395348837e-05,0.5,1.0,0.022668714242256537,0.007699908260798498,1.0,174.5470200556317,0.0
820,820,2018,Mercedes-Benz,Mercedes-Benz CLA 200 D Urban Sport,CLA,3400000.0,23107.0,Diesel,Hyderabad,2,3.0,1,1,2.941176470588235e-07,4.327692906911326e-05,0.3333333333333333,0.5,0.014190988094640075,0.014710404467308069,0.49375,103.07286748981132,103.07286748981132
821,821,2011,Bentley,Bentley Continental Flying Spur W12,Continental,9500000.0,45000.0,Petrol,Hyderabad,44,10.0,0,0,1.0526315789473685e-07,2.2222222222222223e-05,0.1,0.022727272727272728,0.0023371836936491525,0.007337990811681687,0.010511363636363638,0.18027232993203432,0.0
822,822,2013,Land Rover,Land Rover Range Rover Evoque Dynamic SD4,Evoque,2600000.0,68000.0,Diesel,Hyderabad,18,8.0,0,0,3.8461538461538463e-07,1.4705882352941177e-05,0.125,0.05555555555555555,0.019871247454509626,0.00470610583244252,0.04375,4.091333467531464,0.0
823,823,2010,Maruti Suzuki,Maruti Suzuki Swift ZXi 1.2 BS-IV,Swift,365000.0,44900.0,Petrol,Hyderabad,32,11.0,0,0,2.7397260273972604e-06,2.2271714922048998e-05,0.09090909090909091,0.03125,0.1676941614122106,0.007355320934523584,0.019140625,23.60889625999917,0.0
824,824,2016,Maruti Suzuki,Maruti Suzuki Swift VDi [2014-2017],Swift,585000.0,68342.0,Diesel,Hyderabad,32,5.0,0,0,1.7094017094017095e-06,1.4632290538760937e-05,0.2,0.03125,0.10302393308371106,0.004680337281032608,0.019140625,9.229355854556555,0.0
825,825,2016,Datsun,Datsun GO T,GO,360000.0,28000.0,Petrol,Hyderabad,50,5.0,1,0,2.777777777777778e-06,3.571428571428572e-05,0.2,0.02,0.17008255052661544,0.012062306084974356,0.007750000000000002,15.899805327279928,0.0
826,826,2015,Volkswagen,Volkswagen Polo GT TSI,Polo,625000.0,65000.0,Petrol,Hyderabad,3,6.0,0,0,1.6e-06,1.5384615384615384e-05,0.16666666666666666,0.3333333333333333,0.09615713065755764,0.004943767686755086,0.325,154.49801750367408,0.0
827,827,2019,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,2100000.0,53000.0,Diesel,Hyderabad,1,2.0,0,0,4.761904761904762e-07,1.8867924528301888e-05,0.5,1.0,0.025619128949615714,0.006163466259830902,1.0,157.90263688721353,0.0
828,828,2019,Skoda,Skoda Rapid Monte Carlo 1.6 MPI AT,Rapid,1135000.0,29867.0,Petrol,Hyderabad,27,2.0,1,1,8.810572687224669e-07,3.34817691766833e-05,0.5,0.037037037037037035,0.05103134863458696,0.011280578962012197,0.025,14.391578945260786,14.391578945260786
829,829,2019,Honda,Honda BR-V VX Diesel,BR-V,1075000.0,55000.0,Diesel,Hyderabad,7,2.0,0,0,9.302325581395349e-07,1.8181818181818182e-05,0.5,0.14285714285714285,0.05411792743232777,0.005923222601497786,0.13214285714285715,42.35872729926819,0.0
830,830,2011,Maruti Suzuki,Maruti Suzuki A-Star Vxi,A-Star,275000.0,71000.0,Petrol,Hyderabad,32,10.0,0,0,3.636363636363636e-06,1.4084507042253522e-05,0.1,0.03125,0.2239732939989131,0.0044885280784943945,0.019140625,19.242269737657455,0.0
831,831,2018,Mahindra,Mahindra XUV500 W7 [2018-2020],XUV500,1230000.0,72000.0,Diesel,Hyderabad,24,3.0,0,0,8.130081300813008e-07,1.388888888888889e-05,0.3333333333333333,0.041666666666666664,0.04676011747307909,0.004420031378177393,0.0296875,6.135847723573656,0.0
832,832,2012,Volkswagen,Volkswagen Jetta Highline TDI,Jetta,600000.0,110000.0,Diesel,Hyderabad,3,9.0,0,0,1.6666666666666667e-06,9.090909090909091e-06,0.1111111111111111,0.3333333333333333,0.10034158838599488,0.0027399941285840106,0.325,89.35399298488636,0.0
833,833,2014,Maruti Suzuki,Maruti Suzuki Celerio VXi AMT,Celerio,375000.0,24500.0,Petrol,Hyderabad,32,7.0,1,0,2.666666666666667e-06,4.0816326530612245e-05,0.14285714285714285,0.03125,0.16310845431255339,0.013848811860589231,0.019140625,43.23595958424111,0.0
834,834,2011,Hyundai,Hyundai i10 Magna 1.2 Kappa2,i10,350000.0,55289.0,Petrol,Hyderabad,14,10.0,0,0,2.8571428571428573e-06,1.808678037222594e-05,0.1,0.07142857142857142,0.17506404782237403,0.0058899446247330746,0.059821428571428574,61.68292471385018,0.0
835,835,2016,Maruti Suzuki,Maruti Suzuki Ertiga VDI SHVS,Ertiga,785000.0,84640.0,Diesel,Hyderabad,32,5.0,0,0,1.2738853503184713e-06,1.1814744801512288e-05,0.2,0.03125,0.07568793616431053,0.003693759181432467,0.019140625,5.351202127890324,0.0
836,836,2014,BMW,BMW 3 Series 320d Luxury Line,3,2000000.0,31000.0,Diesel,Hyderabad,4,7.0,0,0,5e-07,3.2258064516129034e-05,0.14285714285714285,0.25,0.027113578138343294,0.0108520924950417,0.240625,70.8012732900651,0.0
837,837,2008,Audi,Audi Q7 3.0 TDI quattro,Q7,1800000.0,70000.0,Diesel,Hyderabad,10,13.0,0,0,5.555555555555555e-07,1.4285714285714285e-05,0.07692307692307693,0.1,0.03060062624537432,0.004558981827391883,0.08875000000000001,12.381308282653197,0.0
838,838,2018,Jaguar,Jaguar XJ L 3.0 Portfolio,XJ,7500000.0,22000.0,Diesel,Hyderabad,40,3.0,1,1,1.3333333333333334e-07,4.545454545454545e-05,0.3333333333333333,0.025,0.004099060631938514,0.015472908020239115,0.012812500000000003,0.8126249728819007,0.8126249728819007
839,839,2014,Audi,Audi A6 2.0 TDI Premium Plus,A6,2550000.0,33024.0,Diesel,Hyderabad,10,7.0,0,0,3.92156862745098e-07,3.0281007751937984e-05,0.14285714285714285,0.1,0.020344602401165417,0.01015981592276433,0.08875000000000001,18.3443956183182,0.0
840,840,2019,Volvo,Volvo S90 Inscription D4 [2016-2020],S90,4850000.0,36000.0,Diesel,Hyderabad,9,2.0,0,0,2.0618556701030927e-07,2.777777777777778e-05,0.5,0.1111111111111111,0.008671767015591572,0.00928329710068455,0.1,8.050258959365317,0.0
841,841,2013,Volkswagen,Volkswagen Polo Highline1.2L (D),Polo,430000.0,72995.0,Diesel,Hyderabad,3,8.0,0,0,2.325581395348837e-06,1.3699568463593396e-05,0.125,0.3333333333333333,0.14169960081822333,0.004353739859663869,0.325,200.50004005874635,0.0
842,842,2013,Land Rover,Land Rover Range Rover Evoque Dynamic SD4,Evoque,2600000.0,68000.0,Diesel,Hyderabad,18,8.0,0,0,3.8461538461538463e-07,1.4705882352941177e-05,0.125,0.05555555555555555,0.019871247454509626,0.00470610583244252,0.04375,4.091333467531464,0.0
843,843,2020,Kia,Kia Seltos HTK Plus AT 1.5 Diesel [2020-2021],Seltos,1599000.0,4100.0,Diesel,Hyderabad,20,1.0,1,1,6.253908692933083e-07,0.00024390243902439024,1.0,0.05,0.034983970019691,0.08496045639238131,0.038125000000000006,113.31718601044395,113.31718601044395
844,844,2013,Toyota,Toyota Fortuner 3.0 4x2 MT,Fortuner,1399000.0,166000.0,Diesel,Hyderabad,1,8.0,0,0,7.147962830593281e-07,6.024096385542168e-06,0.125,1.0,0.040595667638651245,0.0016661339208540616,1.0,67.63781889247434,0.0
845,845,2018,Maruti Suzuki,Maruti Suzuki Dzire VXi AMT,Dzire,725000.0,61000.0,Petrol,Hyderabad,32,3.0,0,0,1.3793103448275862e-06,1.639344262295082e-05,0.3333333333333333,0.03125,0.08230513265997233,0.005297013721580323,0.019140625,8.344765404594435,0.0
846,846,2017,Honda,Honda City ZX CVT Petrol [2017-2019],City,1095000.0,20111.0,Petrol,Hyderabad,7,4.0,1,1,9.132420091324201e-07,4.972403162448411e-05,0.25,0.14285714285714285,0.053051483920779574,0.016967890513733753,0.13214285714285715,118.95126970742533,118.95126970742533
847,847,2017,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,1875000.0,94000.0,Diesel,Hyderabad,1,4.0,0,0,5.333333333333333e-07,1.0638297872340426e-05,0.25,1.0,0.029205807002561913,0.003281820251633164,1.0,95.84820888629736,0.0
848,848,2018,Toyota,Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],Innova,1645000.0,78263.0,Diesel,Hyderabad,1,3.0,0,0,6.0790273556231e-07,1.2777429947740311e-05,0.3333333333333333,1.0,0.03388629467449171,0.00403084832590413,1.0,136.59051415976896,0.0
849,849,2013,Mahindra,Mahindra Thar DI 4WD PS BS III,Thar,585000.0,60628.0,Diesel,Hyderabad,24,8.0,0,0,1.7094017094017095e-06,1.6494029161443556e-05,0.125,0.041666666666666664,0.10302393308371106,0.005332234614245733,0.0296875,16.308762280639538,0.0
850,850,2018,Volvo,Volvo XC90 D5 AWD,XC90,6850000.0,39000.0,Diesel,Hyderabad,9,3.0,0,0,1.4598540145985402e-07,2.564102564102564e-05,0.3333333333333333,0.1111111111111111,0.004893191295729522,0.008535102374144987,0.1,4.1763888645326634,0.0
851,851,2017,Hyundai,Hyundai Creta 1.6 SX Plus AT Petrol,Creta,1245000.0,24250.0,Petrol,Hyderabad,14,4.0,1,1,8.032128514056225e-07,4.1237113402061855e-05,0.25,0.07142857142857142,0.046145298529729505,0.013996152543114168,0.059821428571428574,38.63606669979073,38.63606669979073
852,852,2012,Toyota,Toyota Innova 2.5 G4 8 STR,Innova,800000.0,69000.0,Diesel,Hyderabad,1,9.0,0,0,1.25e-06,1.4492753623188405e-05,0.1111111111111111,1.0,0.07418872758326218,0.004631477713938573,1.0,343.6034384273387,0.0
853,853,2011,Mercedes-Benz,Mercedes-Benz E-Class E250 Elegance,E-Class,1100000.0,68000.0,Petrol,Hyderabad,2,10.0,0,0,9.09090909090909e-07,1.4705882352941177e-05,0.1,0.5,0.05279093238102631,0.00470610583244252,0.49375,122.66710917184815,0.0
854,854,2017,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,1895000.0,34000.0,Diesel,Hyderabad,1,4.0,0,0,5.277044854881267e-07,2.9411764705882354e-05,0.25,1.0,0.02885250186454083,0.009855446009214805,1.0,284.3542743567516,0.0
855,855,2015,Volkswagen,Volkswagen Polo Comfortline 1.5L (D),Polo,550000.0,103000.0,Diesel,Hyderabad,3,6.0,0,0,1.818181818181818e-06,9.70873786407767e-06,0.16666666666666666,0.3333333333333333,0.10985171958698858,0.002956330044218927,0.325,105.54633018284132,0.0
856,856,2012,Toyota,Toyota Innova 2.5 E 8 STR,Innova,825000.0,135000.0,Diesel,Hyderabad,1,9.0,0,0,1.2121212121212122e-06,7.4074074074074075e-06,0.1111111111111111,1.0,0.07181119478301375,0.0021505073743407184,1.0,154.43050394108877,0.0
857,857,2015,Hyundai,Hyundai i20 Active 1.2 SX,i20,670000.0,29000.0,Petrol,Hyderabad,14,6.0,1,0,1.4925373134328358e-06,3.4482758620689657e-05,0.16666666666666666,0.07142857142857142,0.08941203461768868,0.011631080552929387,0.059821428571428574,62.211807733621804,0.0
858,858,2018,Hyundai,Hyundai Verna SX (O) 1.6 CRDi AT,Verna,1150000.0,41000.0,Diesel,Hyderabad,14,3.0,0,0,8.695652173913044e-07,2.4390243902439026e-05,0.3333333333333333,0.07142857142857142,0.05031002858946274,0.008097134729341341,0.059821428571428574,24.36928066217405,0.0
859,859,2019,Maruti Suzuki,Maruti Suzuki Ertiga ZDi Plus 1.5 Diesel,Ertiga,1220000.0,63000.0,Diesel,Hyderabad,32,2.0,0,0,8.196721311475409e-07,1.5873015873015872e-05,0.5,0.03125,0.04717839593453822,0.005114783624249843,0.019140625,4.618772289169228,0.0
860,860,2008,Maruti Suzuki,Maruti Suzuki A-Star Vxi,A-Star,250000.0,75000.0,Petrol,Hyderabad,32,13.0,0,0,4e-06,1.3333333333333333e-05,0.07692307692307693,0.03125,0.24679760888129804,0.004225500749277106,0.019140625,19.960676008257195,0.0
861,861,2014,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,690000.0,126000.0,Diesel,Hyderabad,32,7.0,0,0,1.4492753623188406e-06,7.936507936507936e-06,0.14285714285714285,0.03125,0.08669661753239521,0.0023357746399600386,0.019140625,3.876048542781913,0.0
862,862,2011,Toyota,Toyota Fortuner 3.0 MT,Fortuner,1175000.0,85000.0,Diesel,Hyderabad,1,10.0,0,0,8.510638297872341e-07,1.1764705882352942e-05,0.1,1.0,0.04914875447426278,0.0036762377970880624,1.0,180.68250887808586,0.0
